data/fastqs/wm152/Adult1_RC_OR_22_1.fq.gz	@A00564:755:HCVC5DSX7:3:1101:2356:1000
data/fastqs/wm152/Adult1_RC_OR_22_2.fq.gz	@A00564:755:HCVC5DSX7:3:1101:2356:1000
data/fastqs/wm152/Adult2_RC_OR_22_1.fq.gz	@A00564:755:HCVC5DSX7:3:1101:14362:1000
data/fastqs/wm152/Adult2_RC_OR_22_2.fq.gz	@A00564:755:HCVC5DSX7:3:1101:14362:1000
data/fastqs/wm152/Adult3_RC_OR_22_1.fq.gz	@A00564:755:HCVC5DSX7:3:1101:3676:1000
data/fastqs/wm152/Adult3_RC_OR_22_2.fq.gz	@A00564:755:HCVC5DSX7:3:1101:3676:1000
data/fastqs/wm152/AR_SV_2023_01_1.fq.gz	@LH00328:510:22M5VMLT4:3:1101:23417:1042
data/fastqs/wm152/AR_SV_2023_01_2.fq.gz	@LH00328:510:22M5VMLT4:3:1101:23417:1042
data/fastqs/wm152/AS_ID_2022_01_1.fq.gz	@A00564:755:HCVC5DSX7:3:1101:8052:1000
data/fastqs/wm152/AS_ID_2022_01_2.fq.gz	@A00564:755:HCVC5DSX7:3:1101:8052:1000
data/fastqs/wm152/AS_ID_2022_02_1.fq.gz	@LH00328:439:22HM5LLT4:4:1101:50398:1000
data/fastqs/wm152/AS_ID_2022_02_2.fq.gz	@LH00328:439:22HM5LLT4:4:1101:50398:1000
data/fastqs/wm152/BV_CROR_2023_01_1.fq.gz	@LH00328:449:22HVG3LT4:7:1101:51708:1028
data/fastqs/wm152/BV_CROR_2023_01_2.fq.gz	@LH00328:449:22HVG3LT4:7:1101:51708:1028
data/fastqs/wm152/BV_CROR_2023_02_1.fq.gz	@LH00328:449:22HVG3LT4:7:1101:19324:1042
data/fastqs/wm152/BV_CROR_2023_02_2.fq.gz	@LH00328:449:22HVG3LT4:7:1101:19324:1042
data/fastqs/wm152/CB_10_17_22_02_1.fq.gz	@A00564:755:HCVC5DSX7:3:1101:2953:1000
data/fastqs/wm152/CB_10_17_22_02_2_1.fq.gz	@A00564:755:HCVC5DSX7:3:1101:10239:1000
data/fastqs/wm152/CB_10_17_22_02_2_2.fq.gz	@A00564:755:HCVC5DSX7:3:1101:10239:1000
data/fastqs/wm152/CB_10_17_22_02_2.fq.gz	@A00564:755:HCVC5DSX7:3:1101:2953:1000
data/fastqs/wm152/EB_MOD_2022_01_1.fq.gz	@A00564:755:HCVC5DSX7:3:1101:2157:1000
data/fastqs/wm152/EB_MOD_2022_01_2.fq.gz	@A00564:755:HCVC5DSX7:3:1101:2157:1000
data/fastqs/wm152/EG_SV_2023_01_1.fq.gz	@LH00328:449:22HVG3LT4:7:1101:50559:1028
